runinfo	epfile	date	sessionTime	run	trial	xdat	lat	fstCorrect	ErrCorr	AS	Count	Desc
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	2	185	287	FALSE	TRUE	ASRew	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	3	181	290	FALSE	TRUE	ASRew	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	4	161	436	TRUE	FALSE	ASNue	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	5	164	361	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	6	186	NA	FALSE	FALSE	ASRew	-1	moving (4.042 px/60Hz) before target onset
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	7	165	456	TRUE	FALSE	ASNue	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	8	163	290	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	9	164	321	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	10	184	448	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	11	183	500	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	12	183	329	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	13	182	318	FALSE	TRUE	ASRew	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	14	161	416	TRUE	FALSE	ASNue	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	15	165	318	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	16	162	377	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	17	166	112	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	18	185	484	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	19	184	428	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	20	186	385	FALSE	TRUE	ASRew	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	21	166	409	TRUE	FALSE	ASNue	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	22	186	401	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	23	163	365	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	24	181	460	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	25	161	298	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	26	181	389	TRUE	FALSE	ASRew	1	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	27	162	333	FALSE	TRUE	ASNue	2	
085_y1_run3	A085_y1_Eprime_run3	02-01-2014	15:28:04	3	28	166	365	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	1	162	333	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	2	185	448	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	3	181	329	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	4	165	353	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	5	185	456	TRUE	FALSE	ASRew	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	6	181	353	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	7	164	321	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	8	166	346	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	9	165	412	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	10	182	460	TRUE	FALSE	ASRew	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	11	184	357	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	12	181	306	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	13	162	193	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	14	161	377	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	15	186	452	TRUE	FALSE	ASRew	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	16	166	444	TRUE	FALSE	ASNue	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	17	183	555	TRUE	FALSE	ASRew	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	18	184	480	TRUE	FALSE	ASRew	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	19	163	342	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	20	161	440	TRUE	FALSE	ASNue	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	21	166	420	TRUE	FALSE	ASNue	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	22	186	401	TRUE	FALSE	ASRew	1	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	23	186	385	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	24	163	349	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	25	161	321	FALSE	TRUE	ASNue	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	26	183	325	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	27	182	290	FALSE	TRUE	ASRew	2	
085_y1_run4	A085_y1_Eprime_run4	02-01-2014	15:33:44	4	28	164	321	FALSE	TRUE	ASNue	2	
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	1	164	NA	FALSE	FALSE	ASNue	-1	average fixpos(61.337500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	2	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(71.687500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	3	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(70.112500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	4	186	NA	FALSE	FALSE	ASRew	-1	average fixpos(70.725000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	5	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(66.925000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	6	162	NA	FALSE	FALSE	ASNue	-1	average fixpos(66.812500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	7	186	NA	FALSE	FALSE	ASRew	-1	average fixpos(69.275000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	8	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(52.587500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	9	161	NA	FALSE	FALSE	ASNue	-1	average fixpos(57.100000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	10	185	NA	FALSE	FALSE	ASRew	-1	average fixpos(73.662500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	11	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(66.550000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	12	185	NA	FALSE	FALSE	ASRew	-1	average fixpos(68.737500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	13	163	492	TRUE	FALSE	ASNue	1	
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	14	182	527	TRUE	FALSE	ASRew	1	
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	15	161	NA	FALSE	FALSE	ASNue	-1	average fixpos(75.900000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	16	164	NA	FALSE	FALSE	ASNue	-1	average fixpos(71.612500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	17	163	NA	FALSE	FALSE	ASNue	-1	average fixpos(62.062500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	18	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(64.025000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	19	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(69.600000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	20	182	NA	FALSE	FALSE	ASRew	-1	average fixpos(65.325000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	21	165	NA	FALSE	FALSE	ASNue	-1	average fixpos(71.087500) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	22	161	NA	FALSE	FALSE	ASNue	-1	average fixpos(74.125000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	23	165	NA	FALSE	FALSE	ASNue	-1	average fixpos(74.900000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	24	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(74.075000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	25	186	NA	FALSE	FALSE	ASRew	-1	average fixpos(77.150000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	26	183	NA	FALSE	FALSE	ASRew	-1	average fixpos(76.725000) is off from baseline(130.500000)!
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	27	183	NA	FALSE	FALSE	ASRew	-1	start pos too far from center fix
085_y2_run1	A085_y2_Eprime_run1	03-07-2015	13:16:39	1	28	162	NA	FALSE	FALSE	ASNue	-1	average fixpos(65.812500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	1	165	325	FALSE	TRUE	ASNue	2	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	2	181	345	TRUE	FALSE	ASRew	1	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	3	183	369	TRUE	FALSE	ASRew	1	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	4	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(66.825000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	5	163	NA	FALSE	FALSE	ASNue	-1	start pos too far from center fix
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	6	161	393	TRUE	FALSE	ASNue	1	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	7	162	NA	FALSE	FALSE	ASNue	-1	average fixpos(66.425000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	8	185	NA	FALSE	FALSE	ASRew	-1	average fixpos(76.112500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	9	184	NA	FALSE	FALSE	ASRew	-1	start pos too far from center fix
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	10	161	401	TRUE	FALSE	ASNue	1	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	11	186	420	TRUE	FALSE	ASRew	1	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	12	162	448	TRUE	FALSE	ASNue	1	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	13	164	NA	FALSE	FALSE	ASNue	-1	average fixpos(59.012500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	14	165	NA	FALSE	FALSE	ASNue	-1	average fixpos(72.325000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	15	186	NA	FALSE	FALSE	ASRew	-1	average fixpos(76.775000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	16	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(68.850000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	17	161	NA	FALSE	FALSE	ASNue	-1	average fixpos(73.937500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	18	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(79.150000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	19	165	NA	FALSE	FALSE	ASNue	-1	average fixpos(79.875000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	20	183	389	TRUE	FALSE	ASRew	1	
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	21	164	NA	FALSE	FALSE	ASNue	-1	average fixpos(78.587500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	22	163	NA	FALSE	FALSE	ASNue	-1	average fixpos(72.337500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	23	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(68.325000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	24	182	NA	FALSE	FALSE	ASRew	-1	average fixpos(74.075000) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	25	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(78.537500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	26	182	NA	FALSE	FALSE	ASRew	-1	average fixpos(75.337500) is off from baseline(130.500000)!
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	27	186	NA	FALSE	FALSE	ASRew	-1	start pos too far from center fix
085_y2_run2	A085_y2_Eprime_run2	03-07-2015	13:25:42	2	28	181	401	TRUE	FALSE	ASRew	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	1	182	412	TRUE	FALSE	ASRew	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	2	185	420	TRUE	FALSE	ASRew	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	3	181	440	TRUE	FALSE	ASRew	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	4	161	349	TRUE	FALSE	ASNue	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	5	164	NA	FALSE	FALSE	ASNue	-1	average fixpos(75.162500) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	6	186	NA	FALSE	FALSE	ASRew	-1	average fixpos(66.825000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	7	165	393	TRUE	FALSE	ASNue	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	8	163	NA	FALSE	FALSE	ASNue	-1	average fixpos(76.025000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	9	164	NA	FALSE	FALSE	ASNue	-1	average fixpos(77.775000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	10	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(71.525000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	11	183	467	TRUE	FALSE	ASRew	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	12	183	NA	FALSE	FALSE	ASRew	-1	average fixpos(79.137500) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	13	182	NA	FALSE	FALSE	ASRew	-1	average fixpos(79.612500) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	14	161	NA	FALSE	FALSE	ASNue	-1	start pos too far from center fix
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	15	165	NA	FALSE	FALSE	ASNue	-1	average fixpos(73.700000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	16	162	NA	FALSE	FALSE	ASNue	-1	average fixpos(79.700000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	17	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(79.987500) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	18	185	NA	FALSE	FALSE	ASRew	-1	average fixpos(64.400000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	19	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(80.325000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	20	186	NA	FALSE	FALSE	ASRew	-1	average fixpos(79.112500) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	21	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(79.750000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	22	186	436	TRUE	FALSE	ASRew	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	23	163	NA	FALSE	FALSE	ASNue	-1	average fixpos(71.787500) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	24	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(72.962500) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	25	161	NA	FALSE	FALSE	ASNue	-1	average fixpos(72.175000) is off from baseline(130.500000)!
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	26	181	448	TRUE	FALSE	ASRew	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	27	162	409	TRUE	FALSE	ASNue	1	
085_y2_run3	A085_y2_Eprime_run3	03-07-2015	13:31:33	3	28	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(72.250000) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	1	162	385	FALSE	TRUE	ASNue	2	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	2	185	NA	FALSE	FALSE	ASRew	-1	no saccades within sac.time(1.450)
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	3	181	432	TRUE	FALSE	ASRew	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	4	165	420	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	5	185	NA	FALSE	FALSE	ASRew	-1	no saccades within sac.time(1.450)
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	6	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(0.000000) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	7	164	500	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	8	166	NA	FALSE	FALSE	ASNue	-1	no saccades within sac.time(1.450)
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	9	165	559	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	10	182	412	TRUE	FALSE	ASRew	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	11	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(75.450000) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	12	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(66.737500) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	13	162	353	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	14	161	416	FALSE	TRUE	ASNue	2	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	15	186	456	TRUE	FALSE	ASRew	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	16	166	361	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	17	183	389	TRUE	FALSE	ASRew	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	18	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(71.800000) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	19	163	480	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	20	161	365	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	21	166	424	TRUE	FALSE	ASNue	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	22	186	373	FALSE	FALSE	ASRew	0	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	23	186	NA	FALSE	FALSE	ASRew	-1	no saccades (getSacs)
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	24	163	NA	FALSE	FALSE	ASNue	-1	average fixpos(72.425000) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	25	161	NA	FALSE	FALSE	ASNue	-1	average fixpos(79.512500) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	26	183	NA	FALSE	FALSE	ASRew	-1	average fixpos(75.500000) is off from baseline(130.500000)!
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	27	182	416	TRUE	FALSE	ASRew	1	
085_y2_run4	A085_y2_Eprime_run4	03-07-2015	13:37:42	4	28	164	428	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	1	164	409	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	2	181	465	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	3	166	421	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	4	186	721	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	5	184	321	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	6	162	369	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	7	186	429	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	8	166	389	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	9	161	413	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	10	185	449	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	11	181	377	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	12	185	393	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	13	163	373	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	14	182	365	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	15	161	361	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	16	164	397	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	17	163	493	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	18	184	421	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	19	166	553	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	20	182	361	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	21	165	441	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	22	161	441	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	23	165	417	TRUE	FALSE	ASNue	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	24	181	357	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	25	186	309	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	26	183	393	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	27	183	349	TRUE	FALSE	ASRew	1	
085_y3_run1	A085_y3_Eprime_run1	03-22-2016	13:37:01	1	28	162	353	TRUE	FALSE	ASNue	1	
085_y3_run2	A085_y3_Eprime_run2	03-22-2016	13:43:27	2	1	165	505	TRUE	FALSE	ASNue	1	
085_y3_run2	A085_y3_Eprime_run2	03-22-2016	13:43:27	2	2	181	305	TRUE	FALSE	ASRew	1	
085_y3_run2	A085_y3_Eprime_run2	03-22-2016	13:43:27	2	3	183	429	TRUE	FALSE	ASRew	1	
